ID,Date,Location_ID,Hydrologic,Parameter,Fraction,Value,Units,Method_name,Method_source
nwismd.01.02000676,4/14/2020,USGS-01646580,Rising stage,Chloride,Dissolved,14.4,mg/l,"Anions, wf, IC","Standard Methods (22d ed), 2012, p 4-5 - 4-7"
nwismd.01.02000676,4/14/2020,USGS-01646580,Rising stage,Sulfate,Dissolved,20.5,mg/l,"Anions, wf, IC","Standard Methods (22d ed), 2012, p 4-5 - 4-7"
nwismd.01.02000676,4/14/2020,USGS-01646580,Rising stage,Alkalinity,Dissolved,64.2,mg/l CaCO3,"Alkalinity, titr. pH 4.5 (NWQL)","USGS TWRI 5-A1/1989, p 57"
nwismd.01.02000676,4/14/2020,USGS-01646580,Rising stage,Alkalinity,Dissolved,61.5,mg/l CaCO3,"Alkalinity, IPT, Hach",USGS National Field Manual
nwismd.01.02000676,4/14/2020,USGS-01646580,Rising stage,Total dissolved solids,Dissolved,132,mg/l,"ROE, wf, 180C, by weight (NWQL)","USGS TWRI 5-A1/1989, p 437"
nwismd.01.02000676,4/14/2020,USGS-01646580,Rising stage,Total dissolved solids,Dissolved,120,mg/l,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Section 3.6.7"
nwismd.01.02000676,4/14/2020,USGS-01646580,Rising stage,Total dissolved solids,Dissolved,7610,tons/day,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Section 3.6.7"
nwismd.01.02000676,4/14/2020,USGS-01646580,Rising stage,Total dissolved solids,Dissolved,0.18,tons/ac ft,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Section 3.6.7"
nwismd.01.02000496,2/6/2020,USGS-01646580,"Stable, low stage","Temperature, water",,6.8,deg C,"Temperature, water, thermistor","USGS National Field Manual, Chapter A6.1"
nwismd.01.02000496,2/6/2020,USGS-01646580,"Stable, low stage",pH,Total,8,std units,"pH, field, electrometric","USGS National Field Manual, Chapter A6.4"
nwismd.01.02000496,2/6/2020,USGS-01646580,"Stable, low stage",pH,Total,8.2,std units,"pH, lab, auto glass electrode","USGS TWRI 5-A1/1989, p 363"
nwismd.01.02000496,2/6/2020,USGS-01646580,"Stable, low stage",Carbon dioxide,Total,1.5,mg/l,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Section 3.6.7"
nwismd.01.02000496,2/6/2020,USGS-01646580,"Stable, low stage",Bicarbonate,Dissolved,92.8,mg/l,"Alkalinity, IPT, Hach, ASM","Rounds, 2007, Alkalinity calculation methods"
nwismd.01.02000496,2/6/2020,USGS-01646580,"Stable, low stage","Hardness, Ca, Mg",,110,mg/l CaCO3,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Section 3.6.7"
nwismd.01.02000496,2/6/2020,USGS-01646580,"Stable, low stage",Calcium,Dissolved,32.4,mg/l,"Metals, wf, ICP-AES (NWQL)","USGS OF 93-125, p 101"
nwismd.01.02000496,2/6/2020,USGS-01646580,"Stable, low stage",Magnesium,Dissolved,7.16,mg/l,"Metals, wf, ICP-AES (NWQL)","USGS OF 93-125, p 101"
nwismd.01.02000496,2/6/2020,USGS-01646580,"Stable, low stage",Sodium,Dissolved,8.91,mg/l,"Metals, wf, ICP-AES (NWQL)","USGS OF 93-125, p 101"
nwismd.01.02000496,2/6/2020,USGS-01646580,"Stable, low stage",Potassium,Dissolved,1.91,mg/l,"Potassium, wf, by ICP-OES",Standard Methods
nwismd.01.02000496,2/6/2020,USGS-01646580,"Stable, low stage",Chloride,Dissolved,16.2,mg/l,"Anions, wf, IC","Standard Methods (22d ed), 2012, p 4-5 - 4-7"
nwismd.01.02000496,2/6/2020,USGS-01646580,"Stable, low stage",Sulfate,Dissolved,24.9,mg/l,"Anions, wf, IC","Standard Methods (22d ed), 2012, p 4-5 - 4-7"
nwismd.01.02000496,2/6/2020,USGS-01646580,"Stable, low stage",Alkalinity,Dissolved,80.5,mg/l CaCO3,"Alkalinity, titr. pH 4.5 (NWQL)","USGS TWRI 5-A1/1989, p 57"
nwismd.01.02000496,2/6/2020,USGS-01646580,"Stable, low stage",Alkalinity,Dissolved,76.6,mg/l CaCO3,"Alkalinity, IPT, Hach",USGS National Field Manual
nwismd.01.02000496,2/6/2020,USGS-01646580,"Stable, low stage",Total dissolved solids,Dissolved,151,mg/l,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Section 3.6.7"
nwismd.01.02000496,2/6/2020,USGS-01646580,"Stable, low stage",Total dissolved solids,Dissolved,152,mg/l,"ROE, wf, 180C, by weight (NWQL)","USGS TWRI 5-A1/1989, p 437"
nwismd.01.02000496,2/6/2020,USGS-01646580,"Stable, low stage",Total dissolved solids,Dissolved,3690,tons/day,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Section 3.6.7"
nwismd.01.02000496,2/6/2020,USGS-01646580,"Stable, low stage",Total dissolved solids,Dissolved,0.21,tons/ac ft,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Section 3.6.7"
nwismd.01.01900966,3/23/2019,USGS-01646580,Peak stage,"Temperature, water",,6.8,deg C,"Temperature, water, thermistor","USGS National Field Manual, Chapter A6.1"
nwismd.01.01900966,3/23/2019,USGS-01646580,Peak stage,pH,Total,7.8,std units,"pH, fld,glass electrode (NRP&CO)",USGS TWRI 9-A6.4/1998
nwismd.01.02000810,6/18/2020,USGS-01646580,"Stable, normal stage","Temperature, water",,23.1,deg C,"Temperature, water, thermistor","USGS National Field Manual, Chapter A6.1"
nwismd.01.02000810,6/18/2020,USGS-01646580,"Stable, normal stage",pH,Total,8.2,std units,"pH, field, electrometric","USGS National Field Manual, Chapter A6.4"
nwismd.01.02000810,6/18/2020,USGS-01646580,"Stable, normal stage",pH,Total,8.3,std units,"pH, lab, auto glass electrode","USGS TWRI 5-A1/1989, p 363"
nwismd.01.02000810,6/18/2020,USGS-01646580,"Stable, normal stage",Carbon dioxide,Total,1.1,mg/l,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Section 3.6.7"
nwismd.01.02000810,6/18/2020,USGS-01646580,"Stable, normal stage",Bicarbonate,Dissolved,109,mg/l,"Alkalinity, IPT, Hach, ASM","Rounds, 2007, Alkalinity calculation methods"
nwismd.01.02000810,6/18/2020,USGS-01646580,"Stable, normal stage","Hardness, Ca, Mg",,117,mg/l CaCO3,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Section 3.6.7"
nwismd.01.02000810,6/18/2020,USGS-01646580,"Stable, normal stage",Calcium,Dissolved,33.4,mg/l,"Metals, wf, ICP-AES (NWQL)","USGS OF 93-125, p 101"
nwismd.01.02000810,6/18/2020,USGS-01646580,"Stable, normal stage",Magnesium,Dissolved,8.02,mg/l,"Metals, wf, ICP-AES (NWQL)","USGS OF 93-125, p 101"
nwismd.01.02000810,6/18/2020,USGS-01646580,"Stable, normal stage",Sodium,Dissolved,8.77,mg/l,"Metals, wf, ICP-AES (NWQL)","USGS OF 93-125, p 101"
nwismd.01.02000810,6/18/2020,USGS-01646580,"Stable, normal stage",Potassium,Dissolved,2.34,mg/l,"Potassium, wf, by ICP-OES",Standard Methods
nwismd.01.02000810,6/18/2020,USGS-01646580,"Stable, normal stage",Chloride,Dissolved,14.8,mg/l,"Anions, wf, IC","Standard Methods (22d ed), 2012, p 4-5 - 4-7"
nwismd.01.02000810,6/18/2020,USGS-01646580,"Stable, normal stage",Sulfate,Dissolved,19.6,mg/l,"Anions, wf, IC","Standard Methods (22d ed), 2012, p 4-5 - 4-7"
nwismd.01.02000810,6/18/2020,USGS-01646580,"Stable, normal stage",Alkalinity,Dissolved,91.6,mg/l CaCO3,"Alkalinity, titr. pH 4.5 (NWQL)","USGS TWRI 5-A1/1989, p 57"
nwismd.01.02000810,6/18/2020,USGS-01646580,"Stable, normal stage",Alkalinity,Dissolved,90,mg/l CaCO3,"Alkalinity, IPT, Hach",USGS National Field Manual
nwismd.01.02000810,6/18/2020,USGS-01646580,"Stable, normal stage",Total dissolved solids,Dissolved,150,mg/l,"ROE, wf, 180C, by weight (NWQL)","USGS TWRI 5-A1/1989, p 437"
nwismd.01.02000810,6/18/2020,USGS-01646580,"Stable, normal stage",Total dissolved solids,Dissolved,152,mg/l,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Section 3.6.7"
nwismd.01.02000810,6/18/2020,USGS-01646580,"Stable, normal stage",Total dissolved solids,Dissolved,2220,tons/day,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Section 3.6.7"
nwismd.01.02000810,6/18/2020,USGS-01646580,"Stable, normal stage",Total dissolved solids,Dissolved,0.2,tons/ac ft,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Section 3.6.7"
nwismd.01.02000151,11/13/2019,USGS-01646580,"Stable, low stage","Temperature, water",,7.3,deg C,"Temperature, water, thermistor","USGS National Field Manual, Chapter A6.1"
nwismd.01.02000151,11/13/2019,USGS-01646580,"Stable, low stage",pH,Total,7.9,std units,"pH, field, electrometric","USGS National Field Manual, Chapter A6.4"
nwismd.01.02000151,11/13/2019,USGS-01646580,"Stable, low stage",pH,Total,8.3,std units,"pH, lab, auto glass electrode","USGS TWRI 5-A1/1989, p 363"
nwismd.01.02000151,11/13/2019,USGS-01646580,"Stable, low stage",Carbon dioxide,Total,3.2,mg/l,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Section 3.6.7"
nwismd.01.02000151,11/13/2019,USGS-01646580,"Stable, low stage",Bicarbonate,Dissolved,139,mg/l,"Alkalinity, IPT, Hach, ASM","Rounds, 2007, Alkalinity calculation methods"
nwismd.01.02000151,11/13/2019,USGS-01646580,"Stable, low stage","Hardness, Ca, Mg",,156,mg/l CaCO3,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Section 3.6.7"
nwismd.01.02000151,11/13/2019,USGS-01646580,"Stable, low stage",Calcium,Dissolved,43.5,mg/l,"Metals, wf, ICP-AES (NWQL)","USGS OF 93-125, p 101"
nwismd.01.02000151,11/13/2019,USGS-01646580,"Stable, low stage",Magnesium,Dissolved,11.4,mg/l,"Metals, wf, ICP-AES (NWQL)","USGS OF 93-125, p 101"
nwismd.01.02000151,11/13/2019,USGS-01646580,"Stable, low stage",Sodium,Dissolved,12.3,mg/l,"Metals, wf, ICP-AES (NWQL)","USGS OF 93-125, p 101"
nwismd.01.02000151,11/13/2019,USGS-01646580,"Stable, low stage",Potassium,Dissolved,3.25,mg/l,"Potassium, wf, by ICP-OES",Standard Methods
nwismd.01.02000151,11/13/2019,USGS-01646580,"Stable, low stage",Chloride,Dissolved,21.5,mg/l,"Anions, wf, IC","Standard Methods (22d ed), 2012, p 4-5 - 4-7"
nwismd.01.02000151,11/13/2019,USGS-01646580,"Stable, low stage",Sulfate,Dissolved,30,mg/l,"Anions, wf, IC","Standard Methods (22d ed), 2012, p 4-5 - 4-7"
nwismd.01.02000151,11/13/2019,USGS-01646580,"Stable, low stage",Alkalinity,Dissolved,120,mg/l CaCO3,"Alkalinity, titr. pH 4.5 (NWQL)","USGS TWRI 5-A1/1989, p 57"
nwismd.01.02000151,11/13/2019,USGS-01646580,"Stable, low stage",Alkalinity,Dissolved,117,mg/l CaCO3,"Alkalinity, IPT, Hach",USGS National Field Manual
nwismd.01.02000151,11/13/2019,USGS-01646580,"Stable, low stage",Total dissolved solids,Dissolved,207,mg/l,"ROE, wf, 180C, by weight (NWQL)","USGS TWRI 5-A1/1989, p 437"
nwismd.01.02000151,11/13/2019,USGS-01646580,"Stable, low stage",Total dissolved solids,Dissolved,203,mg/l,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Section 3.6.7"
nwismd.01.02000151,11/13/2019,USGS-01646580,"Stable, low stage",Total dissolved solids,Dissolved,1700,tons/day,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Section 3.6.7"
nwismd.01.02000151,11/13/2019,USGS-01646580,"Stable, low stage",Total dissolved solids,Dissolved,0.28,tons/ac ft,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Section 3.6.7"
nwismd.01.01901115,4/22/2019,USGS-01646580,Falling stage,"Temperature, water",,16.8,deg C,"Temperature, water, thermistor","USGS National Field Manual, Chapter A6.1"
nwismd.01.01901115,4/22/2019,USGS-01646580,Falling stage,pH,Total,7.9,std units,"pH, field, electrometric","USGS National Field Manual, Chapter A6.4"
nwismd.01.01901115,4/22/2019,USGS-01646580,Falling stage,pH,Total,8.2,std units,"pH, lab, auto glass electrode","USGS TWRI 5-A1/1989, p 363"
nwismd.01.01901115,4/22/2019,USGS-01646580,Falling stage,Carbon dioxide,Total,1.7,mg/l,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Section 3.6.7"
nwismd.01.01901115,4/22/2019,USGS-01646580,Falling stage,Bicarbonate,Dissolved,83.7,mg/l,"Alkalinity, IPT, Hach, ASM","Rounds, 2007, Alkalinity calculation methods"
nwismd.01.01901115,4/22/2019,USGS-01646580,Falling stage,"Hardness, Ca, Mg",,88.6,mg/l CaCO3,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Section 3.6.7"
nwismd.01.01901115,4/22/2019,USGS-01646580,Falling stage,Calcium,Dissolved,26.5,mg/l,"Metals, wf, ICP-AES (NWQL)","USGS OF 93-125, p 101"
nwismd.01.01901115,4/22/2019,USGS-01646580,Falling stage,Magnesium,Dissolved,5.43,mg/l,"Metals, wf, ICP-AES (NWQL)","USGS OF 93-125, p 101"
nwismd.01.01901115,4/22/2019,USGS-01646580,Falling stage,Sodium,Dissolved,6.5,mg/l,"Metals, wf, ICP-AES (NWQL)","USGS OF 93-125, p 101"
nwismd.01.01901115,4/22/2019,USGS-01646580,Falling stage,Potassium,Dissolved,1.94,mg/l,"Potassium, wf, by ICP-OES",Standard Methods
nwismd.01.01901115,4/22/2019,USGS-01646580,Falling stage,Chloride,Dissolved,9.96,mg/l,"Anions, wf, IC","Standard Methods (22d ed), 2012, p 4-5 - 4-7"
nwismd.01.01901115,4/22/2019,USGS-01646580,Falling stage,Sulfate,Dissolved,14.5,mg/l,"Anions, wf, IC","Standard Methods (22d ed), 2012, p 4-5 - 4-7"
nwismd.01.01901115,4/22/2019,USGS-01646580,Falling stage,Alkalinity,Dissolved,70.3,mg/l CaCO3,"Alkalinity, titr. pH 4.5 (NWQL)","USGS TWRI 5-A1/1989, p 57"
nwismd.01.01901115,4/22/2019,USGS-01646580,Falling stage,Alkalinity,Dissolved,69,mg/l CaCO3,"Alkalinity, IPT, Hach",USGS National Field Manual
nwismd.01.01901115,4/22/2019,USGS-01646580,Falling stage,Total dissolved solids,Dissolved,118,mg/l,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Section 3.6.7"
nwismd.01.01901115,4/22/2019,USGS-01646580,Falling stage,Total dissolved solids,Dissolved,133,mg/l,"ROE, wf, 180C, by weight (NWQL)","USGS TWRI 5-A1/1989, p 437"
nwismd.01.01901115,4/22/2019,USGS-01646580,Falling stage,Total dissolved solids,Dissolved,17900,tons/day,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Section 3.6.7"
nwismd.01.01901115,4/22/2019,USGS-01646580,Falling stage,Total dissolved solids,Dissolved,0.18,tons/ac ft,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Section 3.6.7"
nwismd.01.02000334,1/9/2020,USGS-01646580,"Stable, low stage","Temperature, water",,3.5,deg C,"Temperature, water, thermistor","USGS National Field Manual, Chapter A6.1"
nwismd.01.02000334,1/9/2020,USGS-01646580,"Stable, low stage",pH,Total,8.5,std units,"pH, field, electrometric","USGS National Field Manual, Chapter A6.4"
nwismd.01.02000334,1/9/2020,USGS-01646580,"Stable, low stage",pH,Total,8.3,std units,"pH, lab, auto glass electrode","USGS TWRI 5-A1/1989, p 363"
nwismd.01.02000334,1/9/2020,USGS-01646580,"Stable, low stage",Carbon dioxide,Total,0.5,mg/l,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Section 3.6.7"
nwismd.01.02000334,1/9/2020,USGS-01646580,"Stable, low stage",Bicarbonate,Dissolved,106,mg/l,"Alkalinity, IPT, Hach, ASM","Rounds, 2007, Alkalinity calculation methods"
nwismd.01.02000334,1/9/2020,USGS-01646580,"Stable, low stage","Hardness, Ca, Mg",,137,mg/l CaCO3,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Section 3.6.7"
nwismd.01.02000334,1/9/2020,USGS-01646580,"Stable, low stage",Calcium,Dissolved,39.4,mg/l,"Metals, wf, ICP-AES (NWQL)","USGS OF 93-125, p 101"
nwismd.01.02000334,1/9/2020,USGS-01646580,"Stable, low stage",Magnesium,Dissolved,9.23,mg/l,"Metals, wf, ICP-AES (NWQL)","USGS OF 93-125, p 101"
nwismd.01.02000334,1/9/2020,USGS-01646580,"Stable, low stage",Sodium,Dissolved,13.2,mg/l,"Metals, wf, ICP-AES (NWQL)","USGS OF 93-125, p 101"
nwismd.01.02000334,1/9/2020,USGS-01646580,"Stable, low stage",Potassium,Dissolved,2.35,mg/l,"Potassium, wf, by ICP-OES",Standard Methods
nwismd.01.02000334,1/9/2020,USGS-01646580,"Stable, low stage",Chloride,Dissolved,24.1,mg/l,"Anions, wf, IC","Standard Methods (22d ed), 2012, p 4-5 - 4-7"
nwismd.01.02000334,1/9/2020,USGS-01646580,"Stable, low stage",Sulfate,Dissolved,35.3,mg/l,"Anions, wf, IC","Standard Methods (22d ed), 2012, p 4-5 - 4-7"
nwismd.01.02000334,1/9/2020,USGS-01646580,"Stable, low stage",Alkalinity,Dissolved,90.3,mg/l CaCO3,"Alkalinity, titr. pH 4.5 (NWQL)","USGS TWRI 5-A1/1989, p 57"
nwismd.01.02000334,1/9/2020,USGS-01646580,"Stable, low stage",Alkalinity,Dissolved,88,mg/l CaCO3,"Alkalinity, IPT, Hach",USGS National Field Manual
nwismd.01.02000334,1/9/2020,USGS-01646580,"Stable, low stage",Total dissolved solids,Dissolved,189,mg/l,"ROE, wf, 180C, by weight (NWQL)","USGS TWRI 5-A1/1989, p 437"
nwismd.01.02000334,1/9/2020,USGS-01646580,"Stable, low stage",Total dissolved solids,Dissolved,185,mg/l,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Section 3.6.7"
nwismd.01.02000334,1/9/2020,USGS-01646580,"Stable, low stage",Total dissolved solids,Dissolved,2980,tons/day,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Section 3.6.7"
nwismd.01.02000334,1/9/2020,USGS-01646580,"Stable, low stage",Total dissolved solids,Dissolved,0.26,tons/ac ft,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Section 3.6.7"
nwismd.01.01901108,4/16/2019,USGS-01646580,Falling stage,"Temperature, water",,14.3,deg C,,
nwismd.01.01901108,4/16/2019,USGS-01646580,Falling stage,pH,Total,7.8,std units,"pH, field, electrometric","USGS National Field Manual, Chapter A6.4"
nwismd.01.02000774,5/26/2020,USGS-01646580,Peak stage,"Temperature, water",,20.7,deg C,"Temperature, water, thermistor","USGS National Field Manual, Chapter A6.1"
nwismd.01.02000774,5/26/2020,USGS-01646580,Peak stage,pH,Total,8.2,std units,"pH, field, electrometric","USGS National Field Manual, Chapter A6.4"
nwismd.01.02000774,5/26/2020,USGS-01646580,Peak stage,pH,Total,8.3,std units,"pH, lab, auto glass electrode","USGS TWRI 5-A1/1989, p 363"
nwismd.01.02000774,5/26/2020,USGS-01646580,Peak stage,Carbon dioxide,Total,1,mg/l,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Section 3.6.7"
nwismd.01.02000774,5/26/2020,USGS-01646580,Peak stage,Bicarbonate,Dissolved,88.3,mg/l,"Alkalinity, IPT, Hach, ASM","Rounds, 2007, Alkalinity calculation methods"
nwismd.01.02000774,5/26/2020,USGS-01646580,Peak stage,"Hardness, Ca, Mg",,122,mg/l CaCO3,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Section 3.6.7"
nwismd.01.02000774,5/26/2020,USGS-01646580,Peak stage,Calcium,Dissolved,34.3,mg/l,"Metals, wf, ICP-AES (NWQL)","USGS OF 93-125, p 101"
nwismd.01.02000774,5/26/2020,USGS-01646580,Peak stage,Magnesium,Dissolved,8.83,mg/l,"Metals, wf, ICP-AES (NWQL)","USGS OF 93-125, p 101"
nwismd.01.02000774,5/26/2020,USGS-01646580,Peak stage,Sodium,Dissolved,7.91,mg/l,"Metals, wf, ICP-AES (NWQL)","USGS OF 93-125, p 101"
nwismd.01.02000774,5/26/2020,USGS-01646580,Peak stage,Potassium,Dissolved,1.97,mg/l,"Potassium, wf, by ICP-OES",Standard Methods
nwismd.01.02000774,5/26/2020,USGS-01646580,Peak stage,Chloride,Dissolved,1,mg/l,"Anions, wf, IC","Standard Methods (22d ed), 2012, p 4-5 - 4-7"
nwismd.01.02000774,5/26/2020,USGS-01646580,Peak stage,Sulfate,Dissolved,16.2,mg/l,"Anions, wf, IC","Standard Methods (22d ed), 2012, p 4-5 - 4-7"
nwismd.01.02000774,5/26/2020,USGS-01646580,Peak stage,Alkalinity,Dissolved,102,mg/l CaCO3,"Alkalinity, titr. pH 4.5 (NWQL)","USGS TWRI 5-A1/1989, p 57"
nwismd.01.02000774,5/26/2020,USGS-01646580,Peak stage,Alkalinity,Dissolved,73.3,mg/l CaCO3,"Alkalinity, IPT, Hach",USGS National Field Manual
nwismd.01.02000774,5/26/2020,USGS-01646580,Peak stage,Total dissolved solids,Dissolved,168,mg/l,"ROE, wf, 180C, by weight (NWQL)","USGS TWRI 5-A1/1989, p 437"
nwismd.01.02000774,5/26/2020,USGS-01646580,Peak stage,Total dissolved solids,Dissolved,121,mg/l,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Section 3.6.7"
nwismd.01.02000774,5/26/2020,USGS-01646580,Peak stage,Total dissolved solids,Dissolved,7060,tons/day,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Section 3.6.7"
nwismd.01.02000774,5/26/2020,USGS-01646580,Peak stage,Total dissolved solids,Dissolved,0.23,tons/ac ft,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Section 3.6.7"
nwismd.01.02100073,10/30/2020,USGS-01646580,Falling stage,"Temperature, water",,15.5,deg C,"Temperature, water, thermistor","USGS National Field Manual, Chapter A6.1"
nwismd.01.02100073,10/30/2020,USGS-01646580,Falling stage,pH,Total,8.1,std units,"pH, fld,glass electrode (NRP&CO)",USGS TWRI 9-A6.4/1998
nwismd.01.02100313,2/22/2021,USGS-01646580,"Stable, normal stage","Temperature, water",,2,deg C,"Temperature, water, thermistor","USGS National Field Manual, Chapter A6.1"
nwismd.01.02100313,2/22/2021,USGS-01646580,"Stable, normal stage",pH,Total,8.1,std units,"pH, field, electrometric","USGS National Field Manual, Chapter A6.4"
nwismd.01.02100313,2/22/2021,USGS-01646580,"Stable, normal stage",Carbon dioxide,Total,1.2,mg/l,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Section 3.6.7"
nwismd.01.02100313,2/22/2021,USGS-01646580,"Stable, normal stage",Bicarbonate,Dissolved,99.2,mg/l,"Alkalinity, IPT, Hach, ASM","Rounds, 2007, Alkalinity calculation methods"
nwismd.01.02100313,2/22/2021,USGS-01646580,"Stable, normal stage",Alkalinity,Dissolved,81.9,mg/l CaCO3,"Alkalinity, IPT, Hach",USGS National Field Manual
nwismd.01.01900912,3/21/2019,USGS-01646580,"Stable, normal stage","Temperature, water",,9,deg C,"Temperature, water, thermistor","USGS National Field Manual, Chapter A6.1"
nwismd.01.01900912,3/21/2019,USGS-01646580,"Stable, normal stage",pH,Total,8.1,std units,"pH, fld,glass electrode (NRP&CO)",USGS TWRI 9-A6.4/1998
nwismd.01.01900912,3/21/2019,USGS-01646580,"Stable, normal stage",pH,Total,8.2,std units,"pH, lab, auto glass electrode","USGS TWRI 5-A1/1989, p 363"
nwismd.01.01900912,3/21/2019,USGS-01646580,"Stable, normal stage",Carbon dioxide,Total,1.3,mg/l,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Section 3.6.7"
nwismd.01.01900912,3/21/2019,USGS-01646580,"Stable, normal stage",Bicarbonate,Dissolved,102,mg/l,"Alkalinity, IPT, Hach, ASM","Rounds, 2007, Alkalinity calculation methods"
nwismd.01.01900912,3/21/2019,USGS-01646580,"Stable, normal stage",Calcium,Dissolved,33.6,mg/l,"Metals, wf, ICP-AES (NWQL)","USGS OF 93-125, p 101"
nwismd.01.01900912,3/21/2019,USGS-01646580,"Stable, normal stage","Hardness, Ca, Mg",,114,mg/l CaCO3,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Section 3.6.7"
nwismd.01.01900912,3/21/2019,USGS-01646580,"Stable, normal stage",Magnesium,Dissolved,7.38,mg/l,"Metals, wf, ICP-AES (NWQL)","USGS OF 93-125, p 101"
nwismd.01.01900912,3/21/2019,USGS-01646580,"Stable, normal stage",Sodium,Dissolved,9.14,mg/l,"Metals, wf, ICP-AES (NWQL)","USGS OF 93-125, p 101"
nwismd.01.01900912,3/21/2019,USGS-01646580,"Stable, normal stage",Potassium,Dissolved,1.71,mg/l,"Potassium, wf, by ICP-OES",Standard Methods
nwismd.01.01900912,3/21/2019,USGS-01646580,"Stable, normal stage",Chloride,Dissolved,16.7,mg/l,"Anions, wf, IC","Standard Methods (22d ed), 2012, p 4-5 - 4-7"
nwismd.01.01900912,3/21/2019,USGS-01646580,"Stable, normal stage",Sulfate,Dissolved,20,mg/l,"Anions, wf, IC","Standard Methods (22d ed), 2012, p 4-5 - 4-7"
nwismd.01.01900912,3/21/2019,USGS-01646580,"Stable, normal stage",Alkalinity,Dissolved,86.9,mg/l CaCO3,"Alkalinity, titr. pH 4.5 (NWQL)","USGS TWRI 5-A1/1989, p 57"
nwismd.01.01900912,3/21/2019,USGS-01646580,"Stable, normal stage",Alkalinity,Dissolved,84.5,mg/l CaCO3,"Alkalinity, IPT, Hach",USGS National Field Manual
nwismd.01.01900912,3/21/2019,USGS-01646580,"Stable, normal stage",Total dissolved solids,Dissolved,7660,tons/day,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Section 3.6.7"
nwismd.01.01900912,3/21/2019,USGS-01646580,"Stable, normal stage",Total dissolved solids,Dissolved,151,mg/l,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Section 3.6.7"
nwismd.01.01900912,3/21/2019,USGS-01646580,"Stable, normal stage",Total dissolved solids,Dissolved,153,mg/l,"ROE, wf, 180C, by weight (NWQL)","USGS TWRI 5-A1/1989, p 437"
nwismd.01.01900912,3/21/2019,USGS-01646580,"Stable, normal stage",Total dissolved solids,Dissolved,0.21,tons/ac ft,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Section 3.6.7"
nwismd.01.02000231,12/5/2019,USGS-01646580,"Stable, low stage","Temperature, water",,5.6,deg C,"Temperature, water, thermistor","USGS National Field Manual, Chapter A6.1"
nwismd.01.02000231,12/5/2019,USGS-01646580,"Stable, low stage",pH,Total,8.1,std units,"pH, field, electrometric","USGS National Field Manual, Chapter A6.4"
nwismd.01.02000231,12/5/2019,USGS-01646580,"Stable, low stage",pH,Total,8.3,std units,"pH, lab, auto glass electrode","USGS TWRI 5-A1/1989, p 363"
nwismd.01.02000231,12/5/2019,USGS-01646580,"Stable, low stage",Carbon dioxide,Total,1.6,mg/l,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Section 3.6.7"
nwismd.01.02000231,12/5/2019,USGS-01646580,"Stable, low stage",Bicarbonate,Dissolved,134,mg/l,"Alkalinity, IPT, Hach, ASM","Rounds, 2007, Alkalinity calculation methods"
nwismd.01.02000231,12/5/2019,USGS-01646580,"Stable, low stage","Hardness, Ca, Mg",,151,mg/l CaCO3,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Section 3.6.7"
nwismd.01.02000231,12/5/2019,USGS-01646580,"Stable, low stage",Calcium,Dissolved,42.2,mg/l,"Metals, wf, ICP-AES (NWQL)","USGS OF 93-125, p 101"
